tool_type,title,created,updated,custodian,author,description,subject_area,support_name,sql_query,database_name,uw_profile
Report,Consolidated Budget Status Report R1,10/10/2020,10/12/2009, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays rejected and accepted transaction information for a given Originating Area Code (OAC) for a selected time period. A complete listing of OAC's is available in the MyFD Glossary. Please note that Rejected GL transactions are reflected in this report while Accepted GL Transactions are not.,Services & Resources,Enterprise Reporting and Analytics,"SELECT a.appl_qtr ,a.appl_yr ,a.appl_branch ,a.appl_status ,v.student_name_lowc ,st72.appl_stat_descrip ,a.system_key ,v.student_no FROM sec.student_1 v INNER JOIN sec.APPLHISTapplication a ON v.system_key = a.system_key INNER JOIN sec.sys_tbl_72_appl_status st72 ON a.appl_status = st72.table_key WHERE (a.appl_yr = DATEPART(yyyy, GETDATE()) - 1) AND a.appl_qtr = @Curr_Quarter AND (a.appl_type NOT IN ('E','G','N' )) AND (a.appl_branch = 1) --AND a.appl_status IN(2,8,17,4,5,7,9) -- Question: What statuses are considered No decision?? AND a.appl_status IN(2,4,5,7,8,9,17,10,13,14,15,16,24)",EDWAdminMart,No
Report,Consolidated Budget Status Report R2,10/10/2020,10/12/2009, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays rejected and accepted transaction information for a given Originating Area Code (OAC) for a selected time period. A complete listing of OAC's is available in the MyFD Glossary. Please note that Rejected GL transactions are reflected in this report while Accepted GL Transactions are not.,Services & Resources,Enterprise Reporting and Analytics,"select budgetnbr, budgetname, accountcode, accountname, trancodedesc, tranamount, trandesc, tranadditionaldesc, tranreference2 from ODS.sec.BudgetActivityDetail where bienniumyear = @BienniumYear and fasrunnbr =@fasno and trancode = '35' and tranreference2 = @ref2 order by budgetnbr, budgetname,accountcode",EDWAdminMart,No
Report,FAS Batch Summary Report,9/7/2015,9/9/2003, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays rejected and accepted transaction information for a given Originating Area Code (OAC) for a selected time period. A complete listing of OAC's is available in the MyFD Glossary. Please note that Rejected GL transactions are reflected in this report while Accepted GL Transactions are not.,Services & Resources,Procurement Customer Service,"SELECT Distinct a.appl_yr, Appl_Qtr = case when a.appl_qtr = 1 then 'Winter' when a.appl_qtr = 2 then 'Spring' when a.appl_qtr = 3 then 'Summer' when a.appl_qtr = 4 then 'Autumn' end, v.student_name, fname = SUBSTRING(SUBSTRING(v.student_name_lowc, CHARINDEX(',',v.student_name_lowc) + 1, LEN(v.student_name_lowc)), 1, CHARINDEX(' ',SUBSTRING(v.student_name_lowc, CHARINDEX(',',v.student_name_lowc) + 1, LEN(v.student_name_lowc)))) ,mname = SUBSTRING(SUBSTRING(v.student_name_lowc, CHARINDEX(',',v.student_name_lowc) + 1, LEN(v.student_name_lowc)), CHARINDEX(' ',SUBSTRING(v.student_name_lowc, CHARINDEX(',',v.student_name_lowc) + 1, LEN(v.student_name_lowc)))+1,LEN(SUBSTRING(v.student_name_lowc, CHARINDEX(',',v.student_name_lowc) + 1, LEN(v.student_name_lowc)))) ,lname = SUBSTRING(v.student_name_lowc, 1, CHARINDEX(',',v.student_name_lowc)-1) , student_no_char = CASE WHEN LEN(CONVERT(CHAR(7),v. student_no)) = 6 THEN '0' + CONVERT(CHAR(7), v.student_no) WHEN LEN(CONVERT(CHAR(7), v.student_no)) = 5 THEN '00' + CONVERT(CHAR(7), v.student_no) ELSE CONVERT(CHAR(7), v.student_no) END, ar.req_major_abbr, mc.major_full_nm, a.appl_type, Appl_level = case when a.appl_type = '1' then 'FR' when a.appl_type = '2' then 'UG 2yr' when a.appl_type = '4' then 'UG 4yr' when a.appl_type = '6' OR a.appl_type = 'R' then 'UG (Returning)' when a.appl_type = '5' then '5YR' when a.appl_type = 'N'OR a.appl_type = 'P' then 'NM' when a.appl_type = '7' then 'GR (Returning)' when a.appl_type = 'G' then 'GR (Gradute)' when a.appl_type = 'E' then 'GNM' when a.appl_type = 'P' then 'PRO' else 'No Appl Type' end, a.appl_status, s.appl_stat_descrip, addr.perm_line_1, addr.perm_line_2, addr.perm_city, addr.perm_state, addr.perm_zip_5, addr.local_line_1, addr.local_line_2, addr.local_city, addr.local_state, addr.local_zip_5, addr.perm_phone_num, addr.local_phone_num, addr.e_mail_ucs, addr.e_mail_other, confirmed_dt = (Select max(ab.trans_dt) from sec.sr_adm_stat_chg ab where ab.system_key = a.system_key and ab.appl_no = a.appl_no and ab.appl_yr = a.appl_yr and ab.appl_qtr = a.appl_qtr and ab.appl_status_new in (15,16) ), r.advising_date, r.advising_type, AdviseType = CASE WHEN r.advising_type= 'O' THEN 'Orientation' Else 'Other' END, v.running_start, v.college_in_hs FROM sec.student_1 v inner join sec.sr_adm_appl a on v.system_key = a.system_key inner join sec.sr_adm_appl_req_col_major ar on a.appl_yr = ar.appl_yr and a.appl_qtr = ar.appl_qtr and a.appl_no = ar.appl_no and a.system_key = ar.system_key left join sec.sr_major_code mc on ar.req_major_abbr = mc.major_abbr and ar.req_pathway = mc.major_pathway inner join sec.sys_tbl_72_appl_status s on a.appl_status = s.table_key left join sec.addresses addr on v.system_key = addr.system_key LEFT JOIN sec.registration r ON v.system_key = r.system_key AND r.regis_yr=@year AND r.regis_qtr=@Quarter WHERE a.appl_branch = 1 and a.appl_type = '1' --and mc.major_pathway = 0 AND (a.appl_yr = @year) AND (a.appl_qtr = @Quarter) AND a.appl_status in (15,16) order by v.student_name",EDWAdminMart,No
Report,GL Summary Report,10/11/2001,10/12/2021, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,"Displays the GL Beginning Balance Amounts, Debit Amounts, Credit Amounts and Ending Balance amounts for the selected GL Accounts and Fund Codes for the selected reporting period.",Services & Resources,Enterprise Reporting and Analytics,"SELECT DISTINCT v.student_name, v.student_no, v.admitted_for_yr, admit_qtr = case when v.admitted_for_qtr = 1 then 'Winter' when v.admitted_for_qtr = 2 then 'Spring' when v.admitted_for_qtr = 3 then 'Summer' when v.admitted_for_qtr = 4 then 'Autumn' end, v.class, v.tot_lowd_transfer, v.tot_upd_transfer, r.regis_yr, regis_qtr = case when r.regis_qtr = 1 then 'Winter' when r.regis_qtr = 2 then 'Spring' when r.regis_qtr = 3 then 'Summer' when r.regis_qtr = 4 then 'Autumn' end, r.current_credits, total_credits = ((v.tot_graded_attmp + tot_nongrd_earn) - tot_deductible), addr.local_phone_num, addr.e_mail_ucs, addr.e_mail_other, addr.local_line_1, addr.local_city, addr.local_zip_5, addr.perm_line_1, addr.perm_city, addr.perm_zip_5, rcm.regis_major_abbr FROM sec.student_1 v INNER JOIN sec.registration r on v.system_key = r.system_key INNER JOIN sec.registration_regis_col_major rcm ON r.system_key = rcm.system_key AND r.regis_yr = rcm.regis_yr AND r.regis_qtr = rcm.regis_qtr INNER JOIN sec.addresses addr ON v.system_key = addr.system_key INNER JOIN sec.sr_adm_appl a ON v.system_key = a.system_key INNER JOIN sec.sr_adm_appl_mail_codes mc ON a.system_key = mc.system_key AND a.appl_no = mc.appl_no AND a.appl_qtr = mc.appl_qtr AND a.appl_yr = mc.appl_yr AND ( a.appl_status_rsn=91 OR mc.mail_code = 'BCT') WHERE r.enroll_status = 12 AND rcm.regis_branch = 1 AND rcm.regis_major_abbr in ( 'B PRE','B XPRE','B NM') AND r.regis_yr = @Year AND r.regis_qtr = @Quarter ORDER BY admitted_for_yr,student_name, r.regis_yr, regis_qtr",EDWAdminMart,No
Report,Budget Type Class Matrix,9/10/2013,9/12/2002, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,The Budget Type/Class Matrix is used to classify and group budgets by their funding sources and is maintained by the Office of Planning and Budgeting. This classification system facilitates fiscal reporting and internal monitoring of budgets and funding levels. The Matrix comprises four hierarchical levels of Budgets: Community > Family > Super Class > Type/Class. Budget Type/Class codes are assigned to budgets when they are created. Budget Type/Class code is a 4 digit code used to classi,Services & Resources,Enterprise Reporting and Analytics,"SELECT p.IdNbr, dc.PaycycleEndDate, dc.GTNNbr, dc.Amount, dc.SourceDesc FROM HumanResources_HEPPS.sec.DeductAndContributions dc INNER JOIN HumanResources_HEPPS.sec.Person p ON p.PersonKey = dc.PersonKey AND p.RecordEffBeginDate <= dc.PaycycleEndDate AND p.recordEffEndDate >= dc.PaycycleEndDate WHERE dc.GTNNbr = @GTN AND p.IdNbr = @EID ORDER BY dc.GTNNbr, dc.PaycycleEndDate",EDWAdminMart,No
Report,FAS Batch Summary Report - Accepted TC-30,9/11/2010,9/12/1930, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays Accepted TC-30 Transactions for a selected Originating Area Code and Date Range.,Services & Resources,Procurement Customer Service,"/* DECLARE @startdate datetime, @enddate datetime, @oac varchar(4), @tctype varchar (2) SET @startdate = '06-01-2008' SET @enddate = '06-24-2008' SET@oac='DE' SET @tctype='30' */ DECLARE @fiscalyear char(4), @sfy char(4), @efy char(4), @cfy char(4), @sby char(4), @eby char(4), @cby char(4), @sam varchar(2), @eam varchar(2) SET @sfy = CASE WHEN DATEPART(MONTH,@startdate) BETWEEN 7 and 12 THEN DATEPART(YEAR,@startdate) +1 ELSE DATEPART(YEAR,@startdate) END SET @efy = CASE WHEN DATEPART(MONTH,@enddate) BETWEEN 7 and 12 THEN DATEPART(YEAR,@enddate) +1 ELSE DATEPART(YEAR,@enddate) END SET @cfy = CASE WHEN DATEPART(MONTH,GETDATE()) BETWEEN 7 and 12 THEN DATEPART(YEAR,GETDATE()) +1 ELSE DATEPART(YEAR,GETDATE()) END SET @sby = @sfy-(@sfy %2)-1 SET @eby = @efy-(@efy %2)-1 SET @cby = @cfy-(@cfy %2)-1 SET @sam = CASE WHEN DATEPART(Day, @startdate)>'7' THEN (CASE WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 6 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@startdate) + 6 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 18 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 9 AND 12 THEN DATEPART(MONTH,@startdate) - 6 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) = '7' THEN '25' ELSE '26' END) ELSE (CASE WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 9 AND 12 THEN DATEPART(MONTH,@startdate) - 7 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 5 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@startdate) + 5 WHEN @sfy % 2 = 1 and DATEPART(MONTH,@startdate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@startdate) + 17 WHEN @sfy % 2 = 0 and DATEPART(MONTH,@startdate) = '7' THEN '24' ELSE '25' END) END IF @sam = '24' AND DATEPART(DAY,@startdate) <8 OR @sam IN ('25','26') BEGIN SET @sby = @sby-2 END SET @eam = CASE WHEN @efy % 2 = 0 and DATEPART(MONTH,@enddate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@enddate) + 6 WHEN @efy % 2 = 1 and DATEPART(MONTH,@enddate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@enddate) + 6 WHEN @efy % 2 = 1 and DATEPART(MONTH,@enddate) BETWEEN 1 AND 6 THEN DATEPART(MONTH,@enddate)+ 18 WHEN @efy % 2 = 0 and DATEPART(MONTH,@enddate) BETWEEN 7 AND 12 THEN DATEPART(MONTH,@enddate) - 6 ELSE DATEPART(MONTH,@enddate) - 6 END; IF LEN(RTRIM(@sam))=1 BEGIN SET @sam = '0' + @sam END IF LEN(RTRIM(@eam))=1 BEGIN SET @eam = '0' + @eam END IF @sby = @cby AND NOT (DATEPART(MONTH,@startdate) IN ('7','8') AND @sfy % 2 = 0) BEGIN SELECT TDPrimaryKey, TranCode, TranPostingDate, AcctgMonth, '' AS 'ProcessTimeStamp', OriginatingAreaCode, BudgetNbr AS 'Req_BudgetNumber', FundCode AS 'Req_FND', AppropriationCode AS 'Req_App','' AS 'Req_SL',AccountCode AS 'Req_EXP_CDE', PCATaskCodeOrig AS 'Task', PCAOptionCodeOrig AS 'Option', PCAProjectCodeOrig AS 'Project', DocumentNbr, EncumbranceLiqCode AS 'LiquidationCd', CommodityCode AS 'CommodityCd', TranQuantity AS 'Quantity', PositionNbr AS 'PositionNumber', JobClassCode AS 'OccupationCode', ServicePeriod AS 'Service', TranFTE AS 'FTE',TranAmount,TranDate1 AS 'DocumentDate', TranDesc AS 'Name', CashFlag, CheckFlag,MoneyOrderFlag, BankCode, TranReference1 AS 'ReferenceNumber', TranReference3 AS 'InvoiceNumber', EncNbr AS 'RequisitionNumber', PriorPeriodInd AS 'PriorYearInd', OriginatingSystemCode+OriginatingAreaCode AS 'ORGSYS', CTIBudgetNbr AS 'Serv_Budget', '' AS 'Serv_SL', CTIAccountCode, CTIAccountCode AS 'Serv_EXP_CDE', '' AS 'CRTask', '' AS 'CROption', '' AS 'CRProject', BienniumYear, FASRunNbr FROM sec.BudgetActivityDetailCurrentBiennium BAD WHERE BAD.BienniumYear + BAD.AcctgMonth BETWEEN @sby + @sam AND @eby + @eam AND TranCode = '35' AND @oac = CASE WHEN TranCode = '60' OR TranCode = '65' THEN LEFT(DocumentNbr,2) ELSE OriginatingAreaCode END AND TranPostingDate BETWEEN @startdate AND @enddate AND DataSource != 'XE1' ORDER BY TranPostingDate, BudgetNbr END ELSE SELECT TDPrimaryKey, TranCode, TranPostingDate, AcctgMonth, '' AS 'ProcessTimeStamp', OriginatingAreaCode, BudgetNbr AS 'Req_BudgetNumber', FundCode AS 'Req_FND', AppropriationCode AS 'Req_App','' AS 'Req_SL',AccountCode AS 'Req_EXP_CDE', PCATaskCodeOrig AS 'Task', PCAOptionCodeOrig AS 'Option', PCAProjectCodeOrig AS 'Project', DocumentNbr,EncumbranceLiqCode AS 'LiquidationCd', CommodityCode AS 'CommodityCd', TranQuantity AS 'Quantity', PositionNbr AS 'PositionNumber', JobClassCode AS 'OccupationCode', ServicePeriod AS 'Service', TranFTE AS 'FTE',TranAmount,TranDate1 AS 'DocumentDate', TranDesc AS 'Name', CashFlag, CheckFlag,MoneyOrderFlag, BankCode, TranReference1 AS 'ReferenceNumber', TranReference3 AS 'InvoiceNumber', EncNbr AS 'RequisitionNumber', PriorPeriodInd AS 'PriorYearInd', OriginatingSystemCode+OriginatingAreaCode AS 'ORGSYS', CTIBudgetNbr AS 'Se",EDWAdminMart,No
Report,FAS Batch Summary Report - Accepted TC-35,9/11/2010,9/12/1930, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays Accepted TC-35 Transactions for a selected Originating Area Code and Date Range.,Services & Resources,Procurement Customer Service,"SELECT FundCode, TransDate, TransDebitAmt, TransCreditAmt, TransRef1Text , TransRef2Text FROM GLDataMart.sec.TransGLUseTax WHERE GLAccountCode = '4801' and BienniumYear = @BienYear and TransBatchNbr = @FASNo and TransTypeCode=@TransCode ORDER BY FundCode, TransDate",EDWAdminMart,No
Report,FAS Batch Summary Report - Accepted TC-60,9/11/2010,9/12/1930, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays Accepted TC-60 Transactions for a selected Originating Area Code and Date Range.,Services & Resources,Procurement Customer Service,"SELECT Coalesce(f4.Name,f3.Name,f2.Name,f1.Name) as FolderRoot, CASE WHEN f4.Name Is Not Null THEN f3.Name WHEN f3.Name Is Not Null THEN f2.Name WHEN f2.Name Is Not Null THEN f1.Name WHEN f1.Name Is Not Null THEN Null END as Folder2, CASE WHEN f4.Name Is Not Null THEN f2.Name WHEN f3.Name Is Not Null THEN f1.Name WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder3, CASE WHEN f4.Name Is Not Null THEN f1.Name WHEN f3.Name Is Not Null THEN Null WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder4, IsNull(r.Name,'(unknown)') as ReportName, r.Type as ReportType, r.Description as ReportDesc, r.Hidden as IsHidden, CASE WHEN r.LinkSourceId Is Null THEN 0 ELSE 1 END as IsLinked, uc.UserName as CreatedBy, r.CreationDate, um.UserName as ModifiedBy, r.ModifiedDate, (SELECT Max(l.TimeStart) FROM ExecutionLog l WHERE l.ReportId = r.ItemId) as LastRunDate FROM Catalog as r LEFT JOIN Catalog f1 On f1.ItemId = r.ParentId And f1.name>'' LEFT JOIN Catalog f2 On f2.ItemId = f1.ParentId And f2.name>'' LEFT JOIN Catalog f3 On f3.ItemId = f2.ParentId And f3.name>'' LEFT JOIN Catalog f4 On f4.ItemId = f3.ParentId And f4.name>'' LEFT JOIN Users uc On uc.UserId = r.CreatedByID LEFT JOIN Users um On um.UserId = r.ModifiedByID WHERE r.Type In (2,4) -- rpt, linked rpt ORDER BY FolderRoot, Folder2, Folder3, Folder4, r.Type, r.Hidden, ReportName",EDWAdminMart,No
Report,FAS Batch Summary Report - Accepted TC-65,9/11/2010,9/12/1930, Dan Schaaf,Dinah Mite Millikin & Eric Rucker,This report displays Accepted TC-65 Transactions for a selected Originating Area Code and Date Range.,Services & Resources,Procurement Customer Service,"SELECT Coalesce(f4.Name,f3.Name,f2.Name,f1.Name) as FolderRoot, CASE WHEN f4.Name Is Not Null THEN f3.Name WHEN f3.Name Is Not Null THEN f2.Name WHEN f2.Name Is Not Null THEN f1.Name WHEN f1.Name Is Not Null THEN Null END as Folder2, CASE WHEN f4.Name Is Not Null THEN f2.Name WHEN f3.Name Is Not Null THEN f1.Name WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder3, CASE WHEN f4.Name Is Not Null THEN f1.Name WHEN f3.Name Is Not Null THEN Null WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder4, IsNull(r.Name,'(unknown)') as ReportName, r.Type as ReportType, r.Description as ReportDesc, r.Hidden as IsHidden, CASE WHEN r.LinkSourceId Is Null THEN 0 ELSE 1 END as IsLinked, uc.UserName as CreatedBy, r.CreationDate, um.UserName as ModifiedBy, r.ModifiedDate, (SELECT Max(l.TimeStart) FROM ExecutionLog l WHERE l.ReportId = r.ItemId) as LastRunDate FROM Catalog as r LEFT JOIN Catalog f1 On f1.ItemId = r.ParentId And f1.name>'' LEFT JOIN Catalog f2 On f2.ItemId = f1.ParentId And f2.name>'' LEFT JOIN Catalog f3 On f3.ItemId = f2.ParentId And f3.name>'' LEFT JOIN Catalog f4 On f4.ItemId = f3.ParentId And f4.name>'' LEFT JOIN Users uc On uc.UserId = r.CreatedByID LEFT JOIN Users um On um.UserId = r.ModifiedByID WHERE r.Type In (2,4) -- rpt, linked rpt ORDER BY FolderRoot, Folder2, Folder3, Folder4, r.Type, r.Hidden, ReportName",EDWAdminMart,No
Report,GL Payroll Cash Account Biennium Summaries,9/12/2005,10/1/2024, Dan Schaaf,BK Chen\Alexis Chin,"This report summarizes, as of last night, the debit and credit balances of the GL account 1160 for Payroll Cash Account, by different biennium.",Services & Resources,Enterprise Reporting and Analytics,"SELECT Coalesce(f4.Name,f3.Name,f2.Name,f1.Name) as FolderRoot, CASE WHEN f4.Name Is Not Null THEN f3.Name WHEN f3.Name Is Not Null THEN f2.Name WHEN f2.Name Is Not Null THEN f1.Name WHEN f1.Name Is Not Null THEN Null END as Folder2, CASE WHEN f4.Name Is Not Null THEN f2.Name WHEN f3.Name Is Not Null THEN f1.Name WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder3, CASE WHEN f4.Name Is Not Null THEN f1.Name WHEN f3.Name Is Not Null THEN Null WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder4, IsNull(r.Name,'(unknown)') as ReportName, r.Type as ReportType, r.Description as ReportDesc, r.Hidden as IsHidden, CASE WHEN r.LinkSourceId Is Null THEN 0 ELSE 1 END as IsLinked, uc.UserName as CreatedBy, r.CreationDate, um.UserName as ModifiedBy, r.ModifiedDate, (SELECT Max(l.TimeStart) FROM ExecutionLog l WHERE l.ReportId = r.ItemId) as LastRunDate FROM Catalog as r LEFT JOIN Catalog f1 On f1.ItemId = r.ParentId And f1.name>'' LEFT JOIN Catalog f2 On f2.ItemId = f1.ParentId And f2.name>'' LEFT JOIN Catalog f3 On f3.ItemId = f2.ParentId And f3.name>'' LEFT JOIN Catalog f4 On f4.ItemId = f3.ParentId And f4.name>'' LEFT JOIN Users uc On uc.UserId = r.CreatedByID LEFT JOIN Users um On um.UserId = r.ModifiedByID WHERE r.Type In (2,4) -- rpt, linked rpt ORDER BY FolderRoot, Folder2, Folder3, Folder4, r.Type, r.Hidden, ReportName",EDWAdminMart,No
Report,FAS Adjustment Runs,9/12/2005,10/1/2024, Dan Schaaf,BK Chen\Alexis Chin,This report would display transactions that are not included in main FAS payroll runs. That would give user a detailed list to see how many transactions that can be attributed to the reconciling difference from comparison report.,Services & Resources,Enterprise Reporting and Analytics,"SELECT Coalesce(f4.Name,f3.Name,f2.Name,f1.Name) as FolderRoot, CASE WHEN f4.Name Is Not Null THEN f3.Name WHEN f3.Name Is Not Null THEN f2.Name WHEN f2.Name Is Not Null THEN f1.Name WHEN f1.Name Is Not Null THEN Null END as Folder2, CASE WHEN f4.Name Is Not Null THEN f2.Name WHEN f3.Name Is Not Null THEN f1.Name WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder3, CASE WHEN f4.Name Is Not Null THEN f1.Name WHEN f3.Name Is Not Null THEN Null WHEN f2.Name Is Not Null THEN Null WHEN f1.Name Is Not Null THEN Null END as Folder4, IsNull(r.Name,'(unknown)') as ReportName, r.Type as ReportType, r.Description as ReportDesc, r.Hidden as IsHidden, CASE WHEN r.LinkSourceId Is Null THEN 0 ELSE 1 END as IsLinked, uc.UserName as CreatedBy, r.CreationDate, um.UserName as ModifiedBy, r.ModifiedDate, (SELECT Max(l.TimeStart) FROM ExecutionLog l WHERE l.ReportId = r.ItemId) as LastRunDate FROM Catalog as r LEFT JOIN Catalog f1 On f1.ItemId = r.ParentId And f1.name>'' LEFT JOIN Catalog f2 On f2.ItemId = f1.ParentId And f2.name>'' LEFT JOIN Catalog f3 On f3.ItemId = f2.ParentId And f3.name>'' LEFT JOIN Catalog f4 On f4.ItemId = f3.ParentId And f4.name>'' LEFT JOIN Users uc On uc.UserId = r.CreatedByID LEFT JOIN Users um On um.UserId = r.ModifiedByID WHERE r.Type In (2,4) -- rpt, linked rpt ORDER BY FolderRoot, Folder2, Folder3, Folder4, r.Type, r.Hidden, ReportName",EDWAdminMart,No
