TermTitle,TermDefinition,ReportTitle,document_id
Student Class,"<p>Student Class is an indicator of the progress the student has made in his or her studies at a given Student Level.&nbsp;</p>  <p>At the Undergraduate Level, Student Class distinguishes between:</p>  <ul>  <li>Freshmen (students who accumulated 0 to 44.5 Academic Credits)</li>  <li>Sophomores&nbsp;(students who accumulated&nbsp;45 to 89.5&nbsp;Academic Credits)</li>  <li>Juniors&nbsp;(students who accumulated 90 to 134.5&nbsp;Academic Credits)</li>  <li>Seniors (students who accumulated more than 135 Academic Credits)</li>  <li>Non-matriculated students (those not pursuing a Baccalaureate degree)</li>  <li>Visitors (those pursuing a Baccalaureate degree at another institution)</li>  </ul>  <p>At the Post-Baccalaureate level, Student Class distinguishes visiting students from the remaining students.</p>  <p>At the Graduate level, Student Class distinguishes between:</p>  <ul>  <li>Master students</li>  <li>Educational specialist students</li>  <li>Doctoral students</li>  <li>Practice doctorate students</li>  <li>Graduate non-matriculated students</li>  <li>Visiting students</li>  </ul>  <p>Finally, at the professional level, Student Class is an indicator of a student's year in the program (1 through 4), or the student's visitor status.&nbsp;</p>",Current Student Transcript Quarterly Summary,20
Gender,<p>There are currently discussions at the UW to define this per national standards. A definition is forthcoming.</p>,Current Student Transcript Quarterly Summary,20
Major,<p>A major is a specific field of study into which a student matriculates.</p>,Current Student Transcript Quarterly Summary,20
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Current Student Transcript Quarterly Summary,20
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Current Student Transcript Quarterly Summary,20
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.",Current Student Transcript Quarterly Summary,20
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Current Student Transcript Quarterly Summary,20
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Current Student Transcript Quarterly Summary,20
Credential,"<p>An academic credential is a degree, certification, or other documentation conferred by the university as an indication of the completion of one or more courses of study.</p>",Current Student Transfer Summary,21
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Current Student Transfer Summary,21
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Current Student Transfer Summary,21
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.",Current Student Transfer Summary,21
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Current Student Transfer Summary,21
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Current Student Transfer Summary,21
Major,<p>A major is a specific field of study into which a student matriculates.</p>,Current Student Transfer Summary,21
Gender,<p>There are currently discussions at the UW to define this per national standards. A definition is forthcoming.</p>,Current Student Transfer Summary,21
Student Class,"<p>Student Class is an indicator of the progress the student has made in his or her studies at a given Student Level.&nbsp;</p>  <p>At the Undergraduate Level, Student Class distinguishes between:</p>  <ul>  <li>Freshmen (students who accumulated 0 to 44.5 Academic Credits)</li>  <li>Sophomores&nbsp;(students who accumulated&nbsp;45 to 89.5&nbsp;Academic Credits)</li>  <li>Juniors&nbsp;(students who accumulated 90 to 134.5&nbsp;Academic Credits)</li>  <li>Seniors (students who accumulated more than 135 Academic Credits)</li>  <li>Non-matriculated students (those not pursuing a Baccalaureate degree)</li>  <li>Visitors (those pursuing a Baccalaureate degree at another institution)</li>  </ul>  <p>At the Post-Baccalaureate level, Student Class distinguishes visiting students from the remaining students.</p>  <p>At the Graduate level, Student Class distinguishes between:</p>  <ul>  <li>Master students</li>  <li>Educational specialist students</li>  <li>Doctoral students</li>  <li>Practice doctorate students</li>  <li>Graduate non-matriculated students</li>  <li>Visiting students</li>  </ul>  <p>Finally, at the professional level, Student Class is an indicator of a student's year in the program (1 through 4), or the student's visitor status.&nbsp;</p>",Current Student Transfer Summary,21
